Sort_Order,Project,Sample_Owner,Panel,Specimen_Type,Specimen_Media,Ext_Lab,Ext_Operator,Ext_Method,Ext_Date,gDNA_Plate_ID,gDNA_Well_ID,Assay_Lab,Assay_Operator,Assay_Start_Date,Assay_Batch_Code,Assay_Plate_Code,Assay_Well_ID,Owner_Sample_ID,barcode,total_reads,B2M,HPV03,HPV06,HPV11,HPV13,HPV16,HPV18,HPV26,HPV28,HPV30,HPV31,HPV32,HPV33,HPV35,HPV39,HPV40,HPV42,HPV43,HPV44,HPV45,HPV51,HPV52,HPV53,HPV54,HPV55,HPV56,HPV58,HPV59,HPV61,HPV62,HPV64,HPV66,HPV67,HPV68a,HPV68b,HPV69,HPV70,HPV71,HPV72a,HPV73,HPV74,HPV76,HPV81,HPV82,HPV82v,HPV83,HPV84,HPV85,HPV86,HPV87,HPV89,HPV90,HPV91,HPV97,HPV114
222,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,F4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,F4,Project1_sample-0480,A78P04,57504,1261,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,F5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,F5,Project1_sample-0321,A78P05,2960,2942,0,0,0,0,1,2,0,0,0,1,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,F6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,F6,Project1_sample-0496,A78P06,3012,2998,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0
246,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,F7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,F7,Project1_sample-0356,A78P07,2209,2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
254,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,F8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,F8,Project1_sample-0237,A78P08,58598,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,43382,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14564
262,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,F9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,F9,Project1_sample-0467,A78P09,42711,804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,491,0,0,2,0,2,0,0,0,0,0,0,0,0,28781,12628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
270,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,F10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,F10,Project1_sample-0158,A78P10,2806,2801,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,F11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,F11,Project1_sample-0487,A78P11,73968,1929,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,4,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,72016,0,1,0,1
286,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,F12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,F12,Project1_sample-0444,A78P12,54125,428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53693,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F1,Project1_sample-0432,A78P25,2933,2928,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F2,Project1_sample-0374,A78P26,60038,348,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5189,0,0,0,1,0,6537,1,134,1,21139,0,1,0,26681,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F3,Project1_sample-0195,A78P27,75997,923,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,59244,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,15822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F4,Project1_sample-0026,A78P28,55895,540,0,5162,0,0,38632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,11554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
326,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F5,Project1_sample-0532,A78P29,61757,720,0,0,0,0,1,0,0,0,0,48602,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12428,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F6,Project1_sample-0025,A78P30,82488,1154,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81319,0,0
342,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F7,Project1_sample-0074,A78P31,2351,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
350,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F8,Project1_sample-0298,A78P32,50864,555,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40300,0,0,0,9999,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
358,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F9,Project1_sample-0079,A78P33,47328,339,0,0,0,0,10361,0,0,0,0,4077,0,0,0,0,0,1780,0,0,14860,0,309,0,11685,0,0,3,1,1075,2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0
366,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F10,Project1_sample-0446,A78P34,3709,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
374,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F11,Project1_sample-0525,A78P35,51002,466,0,0,0,0,27389,0,0,0,0,0,0,12358,10775,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
382,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,F12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,F12,Project1_sample-0107,A78P36,2053,2040,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
390,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F1,Project1_sample-0188,A78P37,39571,428,0,2,0,0,6304,1,0,0,1,5975,0,8041,0,1,0,0,1,0,0,6532,0,0,1,0,1,0,0,0,0,0,7,2,0,0,0,0,989,2,0,0,0,0,0,0,1040,0,4777,0,0,2085,0,3381,0,0
398,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F2,Project1_sample-0464,A78P38,993,982,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
406,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F3,Project1_sample-0052,A78P39,73665,503,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,52242,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20913
414,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F4,Project1_sample-0542,A78P40,47695,444,0,0,0,0,1,0,0,0,0,0,0,22479,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14985,0,0
422,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F5,Project1_sample-0503,A78P41,57519,378,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,18312,0,0,0,1,2,0,0,27346,11472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
430,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F6,Project1_sample-0536,A78P42,54475,928,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,53532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F7,Project1_sample-0119,A78P43,59610,1014,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F9,Project1_sample-0269,A78P44,38092,127,0,0,0,0,4,0,0,0,2933,0,0,9978,0,16327,0,0,0,0,0,0,1,0,0,0,0,4284,0,2772,0,0,0,0,0,0,0,0,0,1079,0,1,0,0,0,0,584,0,0,0,0,0,2,0,0,0
446,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F8,Project1_sample-0512,A78P45,87162,257,0,0,0,0,10,0,0,0,0,0,0,0,1,86882,0,1,0,0,0,0,0,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F10,Project1_sample-0541,A78P46,2153,2146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F11,Project1_sample-0365,A78P47,48172,285,0,0,0,0,0,0,0,0,0,0,0,0,0,34267,0,0,0,4224,0,0,0,1,1,0,0,1,0,3877,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,5509
478,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,F12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,F12,Project1_sample-0551,A78P48,57518,463,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,41155,0,15893,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G1,Project1_sample-0474,A79P01,99929,4531,0,1,0,0,7,2,0,0,0,2,0,0,0,9,0,0,0,49093,0,0,116,39,0,0,0,2,0,1,46113,0,0,1,1,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
207,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G2,Project1_sample-0372,A79P02,115792,2822,72,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,112805,2,0,4,1,0,3,0,2,0,0,0,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0
215,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G3,Project1_sample-0084,A79P03,66346,1680,0,0,0,0,0,0,0,0,0,0,0,2,0,6173,4013,2547,2,351,1,9201,0,0,3,0,1816,0,4783,1032,0,0,18978,7952,0,0,0,0,437,0,2130,1,0,0,0,0,0,655,0,1,0,0,4588,0,0,0
223,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G4,Project1_sample-0510,A79P04,118353,4966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,113373,0,0,4,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
231,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G5,Project1_sample-0273,A79P05,108424,2802,0,0,0,0,1,45970,0,0,14,0,0,0,1,32,0,1,0,0,0,1,59506,0,0,0,61,0,0,19,3,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
239,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G6,Project1_sample-0547,A79P06,9385,9182,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,185,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0
247,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G7,Project1_sample-0524,A79P07,101182,3678,0,0,0,0,0,0,0,0,28011,44,0,0,0,9,0,3,0,4,0,0,2,0,0,0,58,0,0,0,4,7359,1,0,0,0,0,61966,1,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0
255,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G8,Project1_sample-0429,A79P08,5785,5774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G9,Project1_sample-0259,A79P09,8248,8218,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,1,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
271,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G10,Project1_sample-0301,A79P10,7038,6802,0,0,0,0,2,1,0,0,1,0,0,219,0,0,1,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
279,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G11,Project1_sample-0539,A79P11,77881,2897,0,1,0,0,2,0,0,0,0,0,0,34500,0,2,0,0,0,0,1,3,10,22159,3,0,0,18296,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate3,G12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate3,G12,Project1_sample-0543,A79P12,76696,2170,0,12402,0,0,3,0,0,0,2,1,0,0,0,4,0,0,0,0,16819,1,0,1,0,0,0,0,0,1,1,0,2,24394,0,0,0,0,0,0,8412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12483
295,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G1,Project1_sample-0495,A79P25,76439,3885,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72419,0,0,0,0,0,96,0,0,30,3,0,0,0,0
303,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G2,Project1_sample-0194,A79P26,90031,1647,0,0,0,0,88204,156,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,14,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G3,Project1_sample-0046,A79P27,10113,9931,0,0,0,0,2,2,0,0,1,0,0,0,6,2,0,1,0,0,0,4,151,4,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
319,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G4,Project1_sample-0535,A79P28,7896,7736,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,153,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
327,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G5,Project1_sample-0143,A79P29,8065,7850,0,0,0,0,0,0,0,0,0,0,0,72,47,0,0,3,0,0,0,3,1,4,1,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,25,0,0,0,0,0
335,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G6,Project1_sample-0071,A79P30,119210,4250,0,0,0,0,106,61,0,0,0,0,0,0,1,0,0,1,0,0,0,114785,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
343,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G7,Project1_sample-0282,A79P31,7965,7772,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,4,0,0,0,0,2,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,3,0,0,0
351,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G8,Project1_sample-0023,A79P32,8448,8224,0,0,0,0,1,3,0,0,2,0,0,0,0,6,0,0,131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,38,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,1
359,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G9,Project1_sample-0247,A79P33,8310,8281,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,9,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
367,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G10,Project1_sample-0251,A79P34,4591,4391,0,0,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,1,2,0,0,1,0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,34,0,4,0,0,0
375,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G11,Project1_sample-0201,A79P35,9840,9822,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
383,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate4,G12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate4,G12,Project1_sample-0552,A79P36,97356,3022,0,0,0,0,2,76,0,0,0,1,0,0,0,94140,1,0,0,1,0,5,92,1,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
391,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate5,G1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate5,G1,Project1_sample-0141,A79P37,87699,3684,0,0,0,1,2,1,0,0,2,0,1,1,0,61699,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,22297,0,0,0,0,0,0
